date,times,crime,location,disposition,location_geo,lat,long
8/8/13,7:49:59,BURGLARY,540 MONTERO DR,REPORT INITIATED,540 MONTERO DR Waterloo Iowa,42.4934662,-92.3056571
8/8/13,12:04:20,ASSAULT,310 E 6TH ST,WARNED & ADVISED,310 E 6TH ST Waterloo Iowa,42.4980246,-92.3323824
8/8/13,15:54:03,MVA HIT & RUN,89 FRANKLIN ST,REPORT INITIATED,89 FRANKLIN ST Waterloo Iowa,42.504898,-92.338357
8/8/13,16:52:04,BURGLARY,3963 W AIRLINE HWY,REPORT INITIATED,3963 W AIRLINE HWY Waterloo Iowa,42.5416763,-92.4161182
8/8/13,17:43:21,ASSAULT,3823 W 4TH ST,REPORT INITIATED,3823 W 4TH ST Waterloo Iowa,42.462271,-92.393136
8/8/13,18:14:49,WEAPONS VIOLATIONS,500-BLK W PARK AV,REPORT INITIATED,500-BLK W PARK AV Waterloo Iowa,42.4947743,-92.3416106
8/8/13,18:33:16,ASSAULT IN PROGRESS/JUST,620 FOWLER ST,REPORT INITIATED,620 FOWLER ST Waterloo Iowa,42.496086,-92.320082
8/8/13,20:12:26,BURGLARY,1306 HAWTHORNE AV,REPORT INITIATED,1306 HAWTHORNE AV Waterloo Iowa,42.480917,-92.338761
8/9/13,10:23:55,MVA HIT & RUN,1157-9 RAVENWOOD RD,REPORT INITIATED,1157-9 RAVENWOOD RD Waterloo Iowa,42.4628808,-92.3420553
8/9/13,11:00:57,MVA HIT & RUN,3328 SANTA MARIA DR,REPORT INITIATED,3328 SANTA MARIA DR Waterloo Iowa,42.466122,-92.340947
8/9/13,11:26:54,BURGLARY,153 RACHAEL ST,REPORT INITIATED,153 RACHAEL ST Waterloo Iowa,42.46248,-92.360612
8/9/13,16:25:04,BURGLARY,908 GRANDVIEW AV,EXTRA ATTENTION,908 GRANDVIEW AV Waterloo Iowa,42.514428,-92.349862
8/9/13,18:01:41,BURGLARY,3108-285 KENNEDY LN,REPORT INITIATED,3108-285 KENNEDY LN Waterloo Iowa,42.4323745,-92.2973651
8/9/13,18:45:55,BURGLARY IN PROGRESS/JUST,930 W 5TH ST,REPORT INITIATED,930 W 5TH ST Waterloo Iowa,42.4885746,-92.3463626
8/9/13,20:40:58,ASSAULT IN PROGRESS/JUST,912 WELLINGTON ST,REPORT INITIATED,912 WELLINGTON ST Waterloo Iowa,42.4880505,-92.3417963
8/9/13,22:30:43,WEAPON:SHOTS FIRED,800-BLK LOGAN AV,REPORT INITIATED,800-BLK LOGAN AV Waterloo Iowa,42.5111798,-92.3377083
8/9/13,22:35:56,MVA HIT & RUN,FRANKLIN ST and E MULLAN AV,REPORT INITIATED,FRANKLIN ST and E MULLAN AV Waterloo Iowa,42.5040575,-92.3383828
8/10/13,0:31:59,WEAPONS VIOLATIONS,1828 NEWELL ST,REPORT INITIATED,1828 NEWELL ST Waterloo Iowa,42.512664,-92.3043129
8/10/13,2:08:53,ASSAULT IN PROGRESS/JUST,651 NEWTON ST,REPORT INITIATED,651 NEWTON ST Waterloo Iowa,42.515628,-92.349579
8/10/13,9:15:18,MVA HIT & RUN,ARK AV and CENTURY AV,REPORT INITIATED,ARK AV and CENTURY AV Waterloo Iowa,42.4980611,-92.3005178
8/10/13,11:00:57,BURGLARY,109 E TOWER PARK DR,REPORT INITIATED,109 E TOWER PARK DR Waterloo Iowa,42.456876,-92.3549
8/10/13,18:59:32,ASSAULT,250-BLK FLETCHER AV,REPORT INITIATED,250-BLK FLETCHER AV Waterloo Iowa,42.496055,-92.367099
8/10/13,21:44:00,ASSAULT,722 WATER ST,REPORT INITIATED,722 WATER ST Waterloo Iowa,42.496276,-92.335481
8/10/13,22:10:31,BURGLARY,608 ASH ST,REPORT INITIATED,608 ASH ST Waterloo Iowa,42.507689,-92.321109
8/11/13,1:33:59,ASSAULT,1526 LIBERTY AV,REPORT INITIATED,1526 LIBERTY AV Waterloo Iowa,42.478177,-92.333958
8/11/13,2:54:43,ASSAULT/AMBULANCE REQUESTED,710-2 JEFFERSON ST,REPORT INITIATED,710-2 JEFFERSON ST Waterloo Iowa,42.4933236,-92.3391883
8/11/13,11:21:19,WEAPONS VIOLATIONS,1604 LA PORTE RD,REPORT INITIATED,1604 LA PORTE RD Waterloo Iowa,42.470877,-92.323116
8/11/13,14:02:35,ASSAULT,1604 LA PORTE RD,REPORT INITIATED,1604 LA PORTE RD Waterloo Iowa,42.470877,-92.323116
8/11/13,19:28:29,BURGLARY,309 WENDELL CT,REPORT INITIATED,309 WENDELL CT Waterloo Iowa,42.511611,-92.336169
8/11/13,19:32:11,BURGLARY IN PROGRESS/JUST,733 VINTON ST,REPORT INITIATED,733 VINTON ST Waterloo Iowa,42.499437,-92.321125
8/11/13,20:23:35,ASSAULT IN PROGRESS/JUST,2257 FAIRWAY LN,REPORT INITIATED,2257 FAIRWAY LN Waterloo Iowa,42.4797415,-92.3801113
8/12/13,14:55:53,ASSAULT IN PROGRESS/JUST,626 LINCOLN ST,REPORT INITIATED,626 LINCOLN ST Waterloo Iowa,42.511996,-92.340986
8/12/13,22:02:16,ASSAULT,1330 SCOTT AV,REPORT INITIATED,1330 SCOTT AV Waterloo Iowa,42.493868,-92.39197
8/12/13,23:46:26,WEAPON:SHOTS FIRED,1915 COMMERCIAL ST,REPORT INITIATED,1915 COMMERCIAL ST Waterloo Iowa,42.485983,-92.325306
8/13/13,0:55:14,BURGLARY IN PROGRESS/JUST,1012 FOREST AV,EXTRA ATTENTION,1012 FOREST AV Waterloo Iowa,42.481829,-92.343637
8/13/13,9:50:24,MVA HIT & RUN,3421 W 9TH ST,REPORT INITIATED,3421 W 9TH ST Waterloo Iowa,42.4641229,-92.3453932
8/13/13,12:55:11,WEAPON:SHOTS FIRED,630 HILLCREST RD,TEST,630 HILLCREST RD Waterloo Iowa,42.464188,-92.36312
8/13/13,15:08:11,BURGLARY,2848 LAFAYETTE ST,REPORT INITIATED,2848 LAFAYETTE ST Waterloo Iowa,42.484325,-92.303546
8/13/13,15:29:26,BURGLARY,1247 LOGAN AV,REPORT INITIATED,1247 LOGAN AV Waterloo Iowa,42.518085,-92.338104
8/13/13,16:45:29,BURGLARY,620 ADRIAN ST,REPORT INITIATED,620 ADRIAN ST Waterloo Iowa,42.491055,-92.30843
8/13/13,18:15:00,ASSAULT IN PROGRESS/JUST,100 E PARK AV,VERBAL WARNING,100 E PARK AV Waterloo Iowa,42.4982546,-92.3374592
8/13/13,18:18:49,BURGLARY,529 VERMONT ST,REPORT INITIATED,529 VERMONT ST Waterloo Iowa,42.485451,-92.352509
8/13/13,19:20:08,ASSAULT/AMBULANCE REQUESTED,535 KERN ST,ASSISTED,535 KERN ST Waterloo Iowa,42.514702,-92.346672
8/14/13,15:40:41,ASSAULT,217 BATES ST,ASSISTED,217 BATES ST Waterloo Iowa,42.50467,-92.324342
8/14/13,15:53:01,BURGLARY,323 W ORANGE RD,REPORT INITIATED,323 W ORANGE RD Waterloo Iowa,42.42788,-92.366463
8/14/13,16:07:42,MVA HIT & RUN,1700 W 4TH ST,REPORT INITIATED,1700 W 4TH ST Waterloo Iowa,42.4839271,-92.3572469
8/14/13,16:32:06,WEAPONS VIOLATIONS,800-BLK W 5TH ST,REPORT INITIATED,800-BLK W 5TH ST Waterloo Iowa,42.4899187,-92.344392
8/14/13,18:06:44,MVA HIT & RUN,EASTON AV and MINNESOTA ST,REPORT INITIATED,EASTON AV and MINNESOTA ST Waterloo Iowa,42.472985,-92.330007
8/14/13,20:22:04,ASSAULT/AMBULANCE REQUESTED,528 DAWSON ST,REFERRED WITHIN DEPT,528 DAWSON ST Waterloo Iowa,42.514301,-92.346327
8/14/13,22:24:36,ASSAULT,3421 W 9TH ST,REPORT INITIATED,3421 W 9TH ST Waterloo Iowa,42.4641229,-92.3453932
8/14/13,23:06:31,MVA HIT & RUN,1819 W 3RD ST,REPORT INITIATED,1819 W 3RD ST Waterloo Iowa,42.486402,-92.360817
8/15/13,1:49:30,ASSAULT IN PROGRESS/JUST,1315 CREEKSIDE CT,WARNED & ADVISED,1315 CREEKSIDE CT Waterloo Iowa,42.4639483,-92.3316721
8/15/13,2:07:55,BURGLARY IN PROGRESS/JUST,204 PARK VIEW BLVD,WARNED & ADVISED,204 PARK VIEW BLVD Waterloo Iowa,42.4798468,-92.3539327
8/15/13,7:35:44,MVA HIT & RUN,312 KOTHE AV,REFERRED WITHIN DEPT,312 KOTHE AV Waterloo Iowa,42.519177,-92.3510245
8/15/13,8:56:14,WEAPONS VIOLATIONS,300 SYCAMORE ST,REPORT INITIATED,300 SYCAMORE ST Waterloo Iowa,42.499828,-92.339658
8/15/13,14:00:03,ASSAULT,1105 KAPLAN DR,REFERRED WITHIN DEPT,1105 KAPLAN DR Waterloo Iowa,42.466246,-92.334524
8/15/13,15:19:54,ASSAULT/AMBULANCE REQUESTED,250-BLK FLETCHER AV,REPORT INITIATED,250-BLK FLETCHER AV Waterloo Iowa,42.496055,-92.367099
8/15/13,17:02:31,BURGLARY,154 WOODLAWN RD,REPORT INITIATED,154 WOODLAWN RD Waterloo Iowa,42.473956,-92.3646179
8/15/13,19:50:41,ASSAULT,3421 W 9TH ST,REPORT INITIATED,3421 W 9TH ST Waterloo Iowa,42.4641229,-92.3453932
8/16/13,3:48:56,ROBBERY,127 JEFFERSON ST,REPORT INITIATED,127 JEFFERSON ST Waterloo Iowa,42.4976897,-92.3456568
8/16/13,5:50:12,MVA HIT & RUN,351 BATES ST,REPORT INITIATED,351 BATES ST Waterloo Iowa,42.506633,-92.324355
8/16/13,10:04:48,BURGLARY,1600 LOGAN AV,REPORT INITIATED,1600 LOGAN AV Waterloo Iowa,42.522682,-92.3373189
8/16/13,15:41:23,BURGLARY,1016 BEECH ST,REPORT INITIATED,1016 BEECH ST Waterloo Iowa,42.509805,-92.319743
8/16/13,16:05:41,BURGLARY,110 PRINCE ST,REPORT INITIATED,110 PRINCE ST Waterloo Iowa,42.4853852,-92.3093436
8/16/13,17:44:13,BURGLARY,1130 BAUCH ST,REPORT INITIATED,1130 BAUCH ST Waterloo Iowa,42.505178,-92.380087
8/16/13,19:51:57,MVA HIT & RUN,351 BATES ST,REPORT INITIATED,351 BATES ST Waterloo Iowa,42.506633,-92.324355
8/16/13,23:34:33,BURGLARY IN PROGRESS/JUST,712-.5 RIVERSIDE DR,REPORT INITIATED,712-.5 RIVERSIDE DR Waterloo Iowa,42.5144198,-92.363851
8/17/13,0:30:27,BURGLARY,742 NEWTON ST,EXTRA ATTENTION,742 NEWTON ST Waterloo Iowa,42.516124,-92.351949
8/17/13,2:26:52,BURGLARY,1209 MULBERRY ST,REPORT INITIATED,1209 MULBERRY ST Waterloo Iowa,42.49555,-92.327243
8/17/13,3:04:16,WEAPON:SHOTS FIRED,BROADWAY ST and W PARKER ST,REPORT INITIATED,BROADWAY ST and W PARKER ST Waterloo Iowa,42.5167183,-92.3466889
8/17/13,10:05:57,BURGLARY,153 POLK ST,REPORT INITIATED,153 POLK ST Waterloo Iowa,42.495918,-92.312544
8/17/13,13:58:07,WEAPON:SHOTS FIRED,345 ALTA VISTA AV,FALSE ALARM,345 ALTA VISTA AV Waterloo Iowa,42.499763,-92.308079
8/17/13,19:11:36,WEAPONS VIOLATIONS,909 WALNUT ST,REPORT INITIATED,909 WALNUT ST Waterloo Iowa,42.4993709,-92.328474
8/17/13,21:04:42,SHOOTING IN PROGRESS/JUST,326 HALSTEAD ST,REPORT INITIATED,326 HALSTEAD ST Waterloo Iowa,42.5059802,-92.3250606
8/18/13,0:34:14,ASSAULT,715 MULBERRY ST,REPORT INITIATED,715 MULBERRY ST Waterloo Iowa,42.499031,-92.332181
8/18/13,1:21:21,BURGLARY IN PROGRESS/JUST,3106 W 4TH ST,REPORT INITIATED,3106 W 4TH ST Waterloo Iowa,42.4741,-92.374973
8/18/13,2:06:42,ASSAULT,302-11.5 COMMERCIAL ST,REPORT INITIATED,302-11.5 COMMERCIAL ST Waterloo Iowa,42.4994938,-92.3463171
8/18/13,2:34:50,BURGLARY IN PROGRESS/JUST,2405 HAWTHORNE AV,REPORT INITIATED,2405 HAWTHORNE AV Waterloo Iowa,42.481568,-92.318144
8/18/13,4:02:12,BURGLARY,2306 IDAHO ST,REPORT INITIATED,2306 IDAHO ST Waterloo Iowa,42.511412,-92.307548
8/18/13,18:29:22,ASSAULT,1920 WATER ST,REPORT INITIATED,1920 WATER ST Waterloo Iowa,42.487003,-92.31845
8/18/13,18:42:35,BURGLARY,2086 HOWARD AV,REPORT INITIATED,2086 HOWARD AV Waterloo Iowa,42.470656,-92.31841
8/18/13,20:14:40,ASSAULT,528 DAWSON ST,REPORT INITIATED,528 DAWSON ST Waterloo Iowa,42.514301,-92.346327
8/19/13,13:18:58,BURGLARY,2407 SARATOGA DR,REPORT INITIATED,2407 SARATOGA DR Waterloo Iowa,42.4690702,-92.3441511
8/19/13,14:25:47,ROBBERY,W 4TH ST and JEFFERSON ST,REPORT INITIATED,W 4TH ST and JEFFERSON ST Waterloo Iowa,42.4943444,-92.3406836
8/19/13,18:18:21,ASSAULT IN PROGRESS/JUST,705 LOGAN AV,REPORT INITIATED,705 LOGAN AV Waterloo Iowa,42.509747,-92.338123
8/19/13,20:18:59,ROBBERY IN PROGRESS/JUST,1010 E MITCHELL AV,REPORT INITIATED,1010 E MITCHELL AV Waterloo Iowa,42.476149,-92.343121
8/19/13,20:50:42,WEAPON:SHOTS FIRED,1831 INDEPENDENCE AV,REPORT INITIATED,1831 INDEPENDENCE AV Waterloo Iowa,42.498743,-92.301772
8/19/13,21:26:35,ASSAULT,503 CALIFORNIA ST,WARNED & ADVISED,503 CALIFORNIA ST Waterloo Iowa,42.4873253,-92.3054425
8/19/13,21:42:31,BURGLARY,2100-B102 WEIS CT,REPORT INITIATED,2100-B102 WEIS CT Waterloo Iowa,42.4668436,-92.3259472
8/20/13,9:29:59,MVA HIT & RUN,310 E 4TH ST,REPORT INITIATED,310 E 4TH ST Waterloo Iowa,42.4993362,-92.3345509
8/20/13,18:23:31,WEAPONS VIOLATIONS,W 15TH ST and BLACK HAWK ST,WARNED & ADVISED,W 15TH ST and BLACK HAWK ST Waterloo Iowa,42.4882538,-92.327168
8/20/13,18:57:36,BURGLARY IN PROGRESS/JUST,1013 W 6TH ST,REPORT INITIATED,1013 W 6TH ST Waterloo Iowa,42.487018,-92.346147
8/20/13,20:03:05,BURGLARY,1727 BYRON AV,REPORT INITIATED,1727 BYRON AV Waterloo Iowa,42.480485,-92.328897
8/20/13,20:26:20,BURGLARY,126-8 BROOKERIDGE DR,REPORT INITIATED,126-8 BROOKERIDGE DR Waterloo Iowa,42.4593623,-92.3585817
8/20/13,21:26:34,WEAPONS VIOLATIONS,210 RHEY ST,VERBAL WARNING,210 RHEY ST Waterloo Iowa,42.4937584,-92.3191845
8/21/13,5:09:17,WEAPONS VIOLATIONS,800-BLK SYCAMORE ST,REPORT INITIATED,800-BLK SYCAMORE ST Waterloo Iowa,42.4966406,-92.333857
8/21/13,10:07:31,BURGLARY,341 CUTLER ST,REPORT INITIATED,341 CUTLER ST Waterloo Iowa,42.51654,-92.339341
8/21/13,11:23:17,WEAPONS VIOLATIONS,326 CUTLER ST,REPORT INITIATED,326 CUTLER ST Waterloo Iowa,42.516121,-92.338644
8/21/13,16:05:38,ASSAULT,715 MULBERRY ST,REPORT INITIATED,715 MULBERRY ST Waterloo Iowa,42.499031,-92.332181
8/21/13,22:37:02,WEAPONS VIOLATIONS,700-BLK LOGAN AV,REPORT INITIATED,700-BLK LOGAN AV Waterloo Iowa,42.5106901,-92.33771
8/22/13,1:23:48,BURGLARY,427 ALBANY ST,REPORT INITIATED,427 ALBANY ST Waterloo Iowa,42.505061,-92.316889
8/22/13,3:05:21,ASSAULT IN PROGRESS/JUST,1308-3 W 4TH ST,REPORT INITIATED,1308-3 W 4TH ST Waterloo Iowa,42.497231,-92.3371838
8/22/13,10:12:02,ASSAULT,1410 INDEPENDENCE AV,REPORT INITIATED,1410 INDEPENDENCE AV Waterloo Iowa,42.4965199,-92.305381
8/22/13,11:31:32,BURGLARY IN PROGRESS/JUST,1028 LINCOLN ST,REPORT INITIATED,1028 LINCOLN ST Waterloo Iowa,42.516123,-92.3411069
8/22/13,17:02:17,BURGLARY,707 MOBILE ST,REPORT INITIATED,707 MOBILE ST Waterloo Iowa,42.503237,-92.323064
8/22/13,17:22:12,WEAPONS VIOLATIONS,119 CONGER ST,REPORT INITIATED,119 CONGER ST Waterloo Iowa,42.512796,-92.338769
8/22/13,20:31:23,ASSAULT IN PROGRESS/JUST,129 DERBYSHIRE RD,REPORT INITIATED,129 DERBYSHIRE RD Waterloo Iowa,42.477169,-92.360429
8/22/13,23:56:42,ASSAULT/AMBULANCE REQUESTED,218 E 9TH ST,REPORT INITIATED,218 E 9TH ST Waterloo Iowa,42.495143,-92.329915
8/23/13,0:54:13,MVA HIT & RUN,1600-BLK ANSBOROUGH AV,REPORT INITIATED,1600-BLK ANSBOROUGH AV Waterloo Iowa,42.4907508,-92.3771489
8/23/13,3:43:42,MVA HIT & RUN,307 KERN ST,REPORT INITIATED,307 KERN ST Waterloo Iowa,42.5151633,-92.3418207
8/23/13,12:45:41,ASSAULT,516 UPTON AV,REPORT INITIATED,516 UPTON AV Waterloo Iowa,42.505912,-92.3725429
8/23/13,13:52:24,MVA HIT & RUN,1738-3 FLOWER ST,REPORT INITIATED,1738-3 FLOWER ST Waterloo Iowa,42.499878,-92.388639
8/23/13,16:47:03,BURGLARY,514 PLEASANT ST,REPORT INITIATED,514 PLEASANT ST Waterloo Iowa,42.484937,-92.34684
8/23/13,21:01:25,ASSAULT,1845 HUNTINGTON RD,REPORT INITIATED,1845 HUNTINGTON RD Waterloo Iowa,42.490721,-92.390949
8/24/13,1:09:29,ASSAULT IN PROGRESS/JUST,1327 WYANDOTTE ST,REPORT INITIATED,1327 WYANDOTTE ST Waterloo Iowa,42.485016,-92.289993
8/24/13,10:27:57,SHOOTING IN PROGRESS/JUST,328 W 14TH ST,REPORT INITIATED,328 W 14TH ST Waterloo Iowa,42.48688,-92.3312009
8/24/13,11:44:48,BURGLARY,227 ALLEN ST,ASSISTED,227 ALLEN ST Waterloo Iowa,42.4917451,-92.3503053
8/24/13,14:33:29,ASSAULT,500-909 SYCAMORE ST,REPORT INITIATED,500-909 SYCAMORE ST Waterloo Iowa,42.496085,-92.332125
8/24/13,14:49:29,BURGLARY,2100-101B WEIS CT,REPORT INITIATED,2100-101B WEIS CT Waterloo Iowa,42.4668436,-92.3259472
8/24/13,16:30:17,WEAPONS VIOLATIONS,E 4TH ST and NEWELL ST,REFERRED WITHIN DEPT,E 4TH ST and NEWELL ST Waterloo Iowa,42.5132291,-92.3327265
8/24/13,20:24:26,ASSAULT IN PROGRESS/JUST,120-6 SHERWOOD CT,WARNED & ADVISED,120-6 SHERWOOD CT Waterloo Iowa,42.4898212,-92.3567205
8/24/13,21:11:26,ASSAULT,200 LAFAYETTE ST,REPORT INITIATED,200 LAFAYETTE ST Waterloo Iowa,42.501504,-92.339219
8/24/13,23:55:31,ASSAULT,E SAN MARNAN DR and WASHINGTON ST,REPORT INITIATED,E SAN MARNAN DR and WASHINGTON ST Waterloo Iowa,42.4655834,-92.3163539
8/25/13,4:05:50,ASSAULT IN PROGRESS/JUST,307 OAK AV,REPORT INITIATED,307 OAK AV Waterloo Iowa,42.504257,-92.342319
8/25/13,6:28:21,ASSAULT IN PROGRESS/JUST,811 W 4TH ST,REPORT INITIATED,811 W 4TH ST Waterloo Iowa,42.4902101,-92.3461117
8/25/13,9:15:23,ASSAULT IN PROGRESS/JUST,410 OAKLAWN AV,REPORT INITIATED,410 OAKLAWN AV Waterloo Iowa,42.493589,-92.354063
8/25/13,10:47:12,BURGLARY,307 W 5TH ST,REPORT INITIATED,307 W 5TH ST Waterloo Iowa,42.4933953,-92.3396821
8/25/13,21:02:51,BURGLARY,3161 MULBERRY ST,REPORT INITIATED,3161 MULBERRY ST Waterloo Iowa,42.494258,-92.2800369
8/25/13,22:33:04,ASSAULT IN PROGRESS/JUST,412 REED ST,REPORT INITIATED,412 REED ST Waterloo Iowa,42.517126,-92.339868
8/25/13,23:53:28,ASSAULT,2000 HAWTHORNE AV,REPORT INITIATED,2000 HAWTHORNE AV Waterloo Iowa,42.480854,-92.324032
8/26/13,8:09:16,BURGLARY,1819 FALLS AV,EXTRA ATTENTION,1819 FALLS AV Waterloo Iowa,42.4989289,-92.369715
8/26/13,13:06:24,ASSAULT IN PROGRESS/JUST,1233 DELORIS DR,REPORT INITIATED,1233 DELORIS DR Waterloo Iowa,42.496859,-92.39489
8/26/13,13:07:21,STABBING IN PROGRESS/JUST,1233 DELORIS DR,REPORT INITIATED,1233 DELORIS DR Waterloo Iowa,42.496859,-92.39489
8/26/13,18:58:53,ASSAULT IN PROGRESS/JUST,710 W 1ST ST,REPORT INITIATED,710 W 1ST ST Waterloo Iowa,42.493937,-92.349368
8/26/13,19:14:14,ASSAULT IN PROGRESS/JUST,215 BOSTON AV,REPORT INITIATED,215 BOSTON AV Waterloo Iowa,42.5189329,-92.33436
8/26/13,21:14:27,MVA HIT & RUN,1008 LA PORTE RD,REPORT INITIATED,1008 LA PORTE RD Waterloo Iowa,42.476308,-92.323338
